Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
24435174,WHOSIS_000014,COUNTRY,AFG,YEAR,2000,,,,,,,,,36.9,36.94192,22.12438,63.41492,,2020-10-12T12:02:31Z,2000,2000-01-01,2000-12-31
24435175,WHOSIS_000014,COUNTRY,AFG,YEAR,2001,,,,,,,,,36.5,36.46619,21.9823,61.95764,,2020-10-12T12:02:31Z,2001,2001-01-01,2001-12-31
24435176,WHOSIS_000014,COUNTRY,AFG,YEAR,2002,,,,,,,,,36,35.98287,21.87693,60.61409,,2020-10-12T12:02:31Z,2002,2002-01-01,2002-12-31
24435177,WHOSIS_000014,COUNTRY,AFG,YEAR,2003,,,,,,,,,35.7,35.66648,21.77761,59.52884,,2020-10-12T12:02:31Z,2003,2003-01-01,2003-12-31
24435178,WHOSIS_000014,COUNTRY,AFG,YEAR,2004,,,,,,,,,35.3,35.32785,21.42325,58.8122,,2020-10-12T12:02:31Z,2004,2004-01-01,2004-12-31
24435179,WHOSIS_000014,COUNTRY,AFG,YEAR,2005,,,,,,,,,35,35.01817,21.36204,57.53936,,2020-10-12T12:02:31Z,2005,2005-01-01,2005-12-31
24435180,WHOSIS_000014,COUNTRY,AFG,YEAR,2006,,,,,,,,,34.6,34.56518,21.1663,56.09632,,2020-10-12T12:02:31Z,2006,2006-01-01,2006-12-31
24435181,WHOSIS_000014,COUNTRY,AFG,YEAR,2007,,,,,,,,,34.1,34.1208,21.09325,54.84108,,2020-10-12T12:02:31Z,2007,2007-01-01,2007-12-31
24435182,WHOSIS_000014,COUNTRY,AFG,YEAR,2008,,,,,,,,,33.7,33.69409,20.85829,54.60895,,2020-10-12T12:02:31Z,2008,2008-01-01,2008-12-31
24435183,WHOSIS_000014,COUNTRY,AFG,YEAR,2009,,,,,,,,,33.2,33.2445,20.72806,54.25354,,2020-10-12T12:02:31Z,2009,2009-01-01,2009-12-31
24435184,WHOSIS_000014,COUNTRY,AFG,YEAR,2010,,,,,,,,,32.6,32.64088,20.56818,53.2204,,2020-10-12T12:02:31Z,2010,2010-01-01,2010-12-31
24435185,WHOSIS_000014,COUNTRY,AFG,YEAR,2011,,,,,,,,,32.1,32.11355,20.09725,52.24127,,2020-10-12T12:02:31Z,2011,2011-01-01,2011-12-31
24435186,WHOSIS_000014,COUNTRY,AFG,YEAR,2012,,,,,,,,,31.7,31.6925,19.54951,51.41698,,2020-10-12T12:02:31Z,2012,2012-01-01,2012-12-31
24435187,WHOSIS_000014,COUNTRY,AFG,YEAR,2013,,,,,,,,,31.1,31.10597,19.22956,50.87614,,2020-10-12T12:02:31Z,2013,2013-01-01,2013-12-31
24435188,WHOSIS_000014,COUNTRY,AFG,YEAR,2014,,,,,,,,,30.7,30.69205,19.10138,50.30118,,2020-10-12T12:02:31Z,2014,2014-01-01,2014-12-31
24435189,WHOSIS_000014,COUNTRY,AFG,YEAR,2015,,,,,,,,,30.3,30.30055,18.68636,49.60564,,2020-10-12T12:02:32Z,2015,2015-01-01,2015-12-31
24435190,WHOSIS_000014,COUNTRY,AFG,YEAR,2016,,,,,,,,,29.9,29.88528,18.30317,48.89825,,2020-10-12T12:02:32Z,2016,2016-01-01,2016-12-31
24435191,WHOSIS_000014,COUNTRY,AFG,YEAR,2017,,,,,,,,,29.4,29.43246,17.89403,48.53085,,2020-10-12T12:02:32Z,2017,2017-01-01,2017-12-31
24435192,WHOSIS_000014,COUNTRY,AFG,YEAR,2018,,,,,,,,,28.9,28.91195,17.41687,47.91508,,2020-10-12T12:02:32Z,2018,2018-01-01,2018-12-31
24435193,WHOSIS_000014,COUNTRY,AFG,YEAR,2019,,,,,,,,,28.4,28.37778,16.82298,47.32195,,2020-10-12T12:02:32Z,2019,2019-01-01,2019-12-31
24435194,WHOSIS_000014,COUNTRY,AGO,YEAR,2000,,,,,,,,,30,30.03642,18.30524,49.9877,,2020-10-12T12:02:32Z,2000,2000-01-01,2000-12-31
24435195,WHOSIS_000014,COUNTRY,AGO,YEAR,2001,,,,,,,,,29.5,29.53175,18.16402,48.86609,,2020-10-12T12:02:32Z,2001,2001-01-01,2001-12-31
24435196,WHOSIS_000014,COUNTRY,AGO,YEAR,2002,,,,,,,,,28.8,28.81978,17.81807,47.16965,,2020-10-12T12:02:32Z,2002,2002-01-01,2002-12-31
24435197,WHOSIS_000014,COUNTRY,AGO,YEAR,2003,,,,,,,,,28.2,28.19836,17.30816,45.59179,,2020-10-12T12:02:32Z,2003,2003-01-01,2003-12-31
24435198,WHOSIS_000014,COUNTRY,AGO,YEAR,2004,,,,,,,,,27.5,27.53192,16.97596,44.66684,,2020-10-12T12:02:32Z,2004,2004-01-01,2004-12-31
24435199,WHOSIS_000014,COUNTRY,AGO,YEAR,2005,,,,,,,,,26.8,26.7738,16.67607,43.22377,,2020-10-12T12:02:32Z,2005,2005-01-01,2005-12-31
24435200,WHOSIS_000014,COUNTRY,AGO,YEAR,2006,,,,,,,,,25.9,25.93826,16.30936,41.56612,,2020-10-12T12:02:32Z,2006,2006-01-01,2006-12-31
24435201,WHOSIS_000014,COUNTRY,AGO,YEAR,2007,,,,,,,,,25.2,25.18395,15.88037,40.09716,,2020-10-12T12:02:32Z,2007,2007-01-01,2007-12-31
24435202,WHOSIS_000014,COUNTRY,AGO,YEAR,2008,,,,,,,,,24.6,24.60049,15.63619,38.81904,,2020-10-12T12:02:32Z,2008,2008-01-01,2008-12-31
24435203,WHOSIS_000014,COUNTRY,AGO,YEAR,2009,,,,,,,,,24,24.03018,15.21126,37.83341,,2020-10-12T12:02:32Z,2009,2009-01-01,2009-12-31
24435204,WHOSIS_000014,COUNTRY,AGO,YEAR,2010,,,,,,,,,23.4,23.39098,14.76175,37.01487,,2020-10-12T12:02:32Z,2010,2010-01-01,2010-12-31
24435205,WHOSIS_000014,COUNTRY,AGO,YEAR,2011,,,,,,,,,22.8,22.79138,14.44598,36.21032,,2020-10-12T12:02:32Z,2011,2011-01-01,2011-12-31
24435206,WHOSIS_000014,COUNTRY,AGO,YEAR,2012,,,,,,,,,22.2,22.21481,13.9644,35.06124,,2020-10-12T12:02:32Z,2012,2012-01-01,2012-12-31
24435207,WHOSIS_000014,COUNTRY,AGO,YEAR,2013,,,,,,,,,21.8,21.79696,13.66097,34.44316,,2020-10-12T12:02:32Z,2013,2013-01-01,2013-12-31
24435208,WHOSIS_000014,COUNTRY,AGO,YEAR,2014,,,,,,,,,21.3,21.34208,13.41795,34.03277,,2020-10-12T12:02:32Z,2014,2014-01-01,2014-12-31
24435209,WHOSIS_000014,COUNTRY,AGO,YEAR,2015,,,,,,,,,21,21.00354,13.12938,33.55175,,2020-10-12T12:02:32Z,2015,2015-01-01,2015-12-31
24435210,WHOSIS_000014,COUNTRY,AGO,YEAR,2016,,,,,,,,,20.7,20.6829,12.85558,33.12541,,2020-10-12T12:02:32Z,2016,2016-01-01,2016-12-31
24435211,WHOSIS_000014,COUNTRY,AGO,YEAR,2017,,,,,,,,,20.4,20.4029,12.63685,32.9173,,2020-10-12T12:02:32Z,2017,2017-01-01,2017-12-31
24435212,WHOSIS_000014,COUNTRY,AGO,YEAR,2018,,,,,,,,,20.1,20.06602,12.38857,32.72668,,2020-10-12T12:02:32Z,2018,2018-01-01,2018-12-31
24435213,WHOSIS_000014,COUNTRY,AGO,YEAR,2019,,,,,,,,,19.8,19.83011,12.16142,32.71402,,2020-10-12T12:02:32Z,2019,2019-01-01,2019-12-31
24435214,WHOSIS_000014,COUNTRY,ALB,YEAR,2000,,,,,,,,,6.4,6.38091,4.62653,8.86953,,2020-10-12T12:02:32Z,2000,2000-01-01,2000-12-31
24435215,WHOSIS_000014,COUNTRY,ALB,YEAR,2001,,,,,,,,,6.3,6.26195,4.5911,8.54031,,2020-10-12T12:02:32Z,2001,2001-01-01,2001-12-31
24435216,WHOSIS_000014,COUNTRY,ALB,YEAR,2002,,,,,,,,,6.1,6.13664,4.60244,8.26623,,2020-10-12T12:02:32Z,2002,2002-01-01,2002-12-31
24435217,WHOSIS_000014,COUNTRY,ALB,YEAR,2003,,,,,,,,,6,6.02551,4.59232,7.89465,,2020-10-12T12:02:32Z,2003,2003-01-01,2003-12-31
24435218,WHOSIS_000014,COUNTRY,ALB,YEAR,2004,,,,,,,,,5.9,5.9292299999999996,4.56888,7.62383,,2020-10-12T12:02:32Z,2004,2004-01-01,2004-12-31
24435219,WHOSIS_000014,COUNTRY,ALB,YEAR,2005,,,,,,,,,5.8,5.79962,4.55065,7.39488,,2020-10-12T12:02:32Z,2005,2005-01-01,2005-12-31
24435220,WHOSIS_000014,COUNTRY,ALB,YEAR,2006,,,,,,,,,5.6,5.61353,4.47663,7.03732,,2020-10-12T12:02:32Z,2006,2006-01-01,2006-12-31
24435221,WHOSIS_000014,COUNTRY,ALB,YEAR,2007,,,,,,,,,5.4,5.36141,4.34736,6.58058,,2020-10-12T12:02:32Z,2007,2007-01-01,2007-12-31
24435222,WHOSIS_000014,COUNTRY,ALB,YEAR,2008,,,,,,,,,5.1,5.06642,4.21175,6.05211,,2020-10-12T12:02:32Z,2008,2008-01-01,2008-12-31
24435223,WHOSIS_000014,COUNTRY,ALB,YEAR,2009,,,,,,,,,4.8,4.77487,4.09364,5.55957,,2020-10-12T12:02:32Z,2009,2009-01-01,2009-12-31
24435224,WHOSIS_000014,COUNTRY,ALB,YEAR,2010,,,,,,,,,4.5,4.51758,3.96989,5.17624,,2020-10-12T12:02:32Z,2010,2010-01-01,2010-12-31
