Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
27817167,CM_03,REGION,AMR,YEAR,1995,SEX,BTSX,,,,,,,250 169 [238 360-262 973],250169,238360,262973,,2022-01-18T13:12:55Z,1995,1995-01-01,1995-12-31
27817168,CM_03,REGION,AMR,YEAR,1996,SEX,BTSX,,,,,,,240 947 [229 335-253 450],240947,229335,253450,,2022-01-18T13:12:55Z,1996,1996-01-01,1996-12-31
27817169,CM_03,REGION,AMR,YEAR,1997,SEX,BTSX,,,,,,,231 912 [220 603-244 053],231912,220603,244053,,2022-01-18T13:12:55Z,1997,1997-01-01,1997-12-31
27817170,CM_03,REGION,AMR,YEAR,1998,SEX,BTSX,,,,,,,223 473 [212 436-235 031],223473,212436,235031,,2022-01-18T13:12:55Z,1998,1998-01-01,1998-12-31
27817171,CM_03,REGION,AMR,YEAR,1999,SEX,BTSX,,,,,,,215 368 [204 778-226 269],215368,204778,226269,,2022-01-18T13:12:55Z,1999,1999-01-01,1999-12-31
27817172,CM_03,REGION,AMR,YEAR,2000,SEX,BTSX,,,,,,,206 103 [196 318-216 515],206103,196318,216515,,2022-01-18T13:12:55Z,2000,2000-01-01,2000-12-31
27817173,CM_03,REGION,AMR,YEAR,2001,SEX,BTSX,,,,,,,196 854 [187 906-206 455],196854,187906,206455,,2022-01-18T13:12:55Z,2001,2001-01-01,2001-12-31
27817174,CM_03,REGION,AMR,YEAR,2002,SEX,BTSX,,,,,,,187 661 [179 630-196 467],187661,179630,196467,,2022-01-18T13:12:55Z,2002,2002-01-01,2002-12-31
27817175,CM_03,REGION,AMR,YEAR,2003,SEX,BTSX,,,,,,,179 034 [171 706-186 993],179034,171706,186993,,2022-01-18T13:12:55Z,2003,2003-01-01,2003-12-31
27817176,CM_03,REGION,AMR,YEAR,2004,SEX,BTSX,,,,,,,170 897 [164 432-178 108],170897,164432,178108,,2022-01-18T13:12:55Z,2004,2004-01-01,2004-12-31
27817177,CM_03,REGION,AMR,YEAR,2005,SEX,BTSX,,,,,,,163 531 [157 737-169 988],163531,157737,169988,,2022-01-18T13:12:55Z,2005,2005-01-01,2005-12-31
27817178,CM_03,REGION,AMR,YEAR,2006,SEX,BTSX,,,,,,,157 079 [151 986-162 776],157079,151986,162776,,2022-01-18T13:12:55Z,2006,2006-01-01,2006-12-31
27817179,CM_03,REGION,AMR,YEAR,2007,SEX,BTSX,,,,,,,151 529 [147 016-156 752],151529,147016,156752,,2022-01-18T13:12:55Z,2007,2007-01-01,2007-12-31
27817180,CM_03,REGION,AMR,YEAR,2008,SEX,BTSX,,,,,,,146 506 [142 463-151 259],146506,142463,151259,,2022-01-18T13:12:55Z,2008,2008-01-01,2008-12-31
27817181,CM_03,REGION,AMR,YEAR,2009,SEX,BTSX,,,,,,,141 846 [138 102-146 444],141846,138102,146444,,2022-01-18T13:12:55Z,2009,2009-01-01,2009-12-31
27817182,CM_03,REGION,AMR,YEAR,2010,SEX,BTSX,,,,,,,138 248 [134 657-142 719],138248,134657,142719,,2022-01-18T13:12:55Z,2010,2010-01-01,2010-12-31
27817183,CM_03,REGION,AMR,YEAR,2011,SEX,BTSX,,,,,,,134 207 [130 693-138 711],134207,130693,138711,,2022-01-18T13:12:55Z,2011,2011-01-01,2011-12-31
27817184,CM_03,REGION,AMR,YEAR,2012,SEX,BTSX,,,,,,,131 062 [127 503-135 684],131062,127503,135684,,2022-01-18T13:12:55Z,2012,2012-01-01,2012-12-31
27817185,CM_03,REGION,AMR,YEAR,2013,SEX,BTSX,,,,,,,127 685 [124 072-132 378],127685,124072,132378,,2022-01-18T13:12:55Z,2013,2013-01-01,2013-12-31
27817186,CM_03,REGION,AMR,YEAR,2014,SEX,BTSX,,,,,,,124 005 [120 331-128 927],124005,120331,128927,,2022-01-18T13:12:55Z,2014,2014-01-01,2014-12-31
27817187,CM_03,REGION,AMR,YEAR,2015,SEX,BTSX,,,,,,,122 675 [118 803-127 896],122675,118803,127896,,2022-01-18T13:12:55Z,2015,2015-01-01,2015-12-31
27817188,CM_03,REGION,AMR,YEAR,2016,SEX,BTSX,,,,,,,122 579 [118 447-128 322],122579,118447,128322,,2022-01-18T13:12:55Z,2016,2016-01-01,2016-12-31
27817189,CM_03,REGION,AMR,YEAR,2017,SEX,BTSX,,,,,,,118 688 [114 154-124 939],118688,114154,124939,,2022-01-18T13:12:55Z,2017,2017-01-01,2017-12-31
27817190,CM_03,REGION,AMR,YEAR,2018,SEX,BTSX,,,,,,,116 194 [111 110-123 226],116194,111110,123226,,2022-01-18T13:12:55Z,2018,2018-01-01,2018-12-31
27817191,CM_03,REGION,AMR,YEAR,2019,SEX,BTSX,,,,,,,112 521 [106 830-120 749],112521,106830,120749,,2022-01-18T13:12:55Z,2019,2019-01-01,2019-12-31
27817192,CM_03,REGION,AMR,YEAR,2020,SEX,BTSX,,,,,,,108 462 [101 706-118 115],108462,101706,118115,,2022-01-18T13:12:55Z,2020,2020-01-01,2020-12-31
27817193,CM_03,REGION,EMR,YEAR,1990,SEX,BTSX,,,,,,,598 022 [570 125-625 583],598022,570125,625583,,2022-01-18T13:12:55Z,1990,1990-01-01,1990-12-31
27817194,CM_03,REGION,EMR,YEAR,1991,SEX,BTSX,,,,,,,595 922 [570 276-622 855],595922,570276,622855,,2022-01-18T13:12:55Z,1991,1991-01-01,1991-12-31
27817195,CM_03,REGION,EMR,YEAR,1992,SEX,BTSX,,,,,,,593 531 [568 296-620 082],593531,568296,620082,,2022-01-18T13:12:55Z,1992,1992-01-01,1992-12-31
27817196,CM_03,REGION,EMR,YEAR,1993,SEX,BTSX,,,,,,,590 417 [566 146-616 449],590417,566146,616449,,2022-01-18T13:12:55Z,1993,1993-01-01,1993-12-31
27817197,CM_03,REGION,EMR,YEAR,1994,SEX,BTSX,,,,,,,586 286 [562 760-611 987],586286,562760,611987,,2022-01-18T13:12:55Z,1994,1994-01-01,1994-12-31
27817198,CM_03,REGION,EMR,YEAR,1995,SEX,BTSX,,,,,,,581 462 [558 592-607 233],581462,558592,607233,,2022-01-18T13:12:55Z,1995,1995-01-01,1995-12-31
27817199,CM_03,REGION,EMR,YEAR,1996,SEX,BTSX,,,,,,,576 452 [553 964-601 702],576452,553964,601702,,2022-01-18T13:12:55Z,1996,1996-01-01,1996-12-31
27817200,CM_03,REGION,EMR,YEAR,1997,SEX,BTSX,,,,,,,570 676 [548 329-595 390],570676,548329,595390,,2022-01-18T13:12:55Z,1997,1997-01-01,1997-12-31
27817201,CM_03,REGION,EMR,YEAR,1998,SEX,BTSX,,,,,,,564 307 [542 646-588 495],564307,542646,588495,,2022-01-18T13:12:55Z,1998,1998-01-01,1998-12-31
27817202,CM_03,REGION,EMR,YEAR,1999,SEX,BTSX,,,,,,,557 580 [536 057-581 981],557580,536057,581981,,2022-01-18T13:12:55Z,1999,1999-01-01,1999-12-31
27817203,CM_03,REGION,EMR,YEAR,2000,SEX,BTSX,,,,,,,551 225 [529 650-575 094],551225,529650,575094,,2022-01-18T13:12:55Z,2000,2000-01-01,2000-12-31
27817204,CM_03,REGION,EMR,YEAR,2001,SEX,BTSX,,,,,,,544 979 [523 779-569 224],544979,523779,569224,,2022-01-18T13:12:55Z,2001,2001-01-01,2001-12-31
27817205,CM_03,REGION,EMR,YEAR,2002,SEX,BTSX,,,,,,,539 406 [518 296-563 744],539406,518296,563744,,2022-01-18T13:12:55Z,2002,2002-01-01,2002-12-31
27817206,CM_03,REGION,EMR,YEAR,2003,SEX,BTSX,,,,,,,534 463 [513 650-558 721],534463,513650,558721,,2022-01-18T13:12:56Z,2003,2003-01-01,2003-12-31
27817207,CM_03,REGION,EMR,YEAR,2004,SEX,BTSX,,,,,,,530 109 [510 000-554 413],530109,510000,554413,,2022-01-18T13:12:56Z,2004,2004-01-01,2004-12-31
27817208,CM_03,REGION,EMR,YEAR,2005,SEX,BTSX,,,,,,,526 316 [505 632-551 087],526316,505632,551087,,2022-01-18T13:12:56Z,2005,2005-01-01,2005-12-31
27817209,CM_03,REGION,EMR,YEAR,2006,SEX,BTSX,,,,,,,523 032 [501 537-548 230],523032,501537,548230,,2022-01-18T13:12:56Z,2006,2006-01-01,2006-12-31
27817210,CM_03,REGION,EMR,YEAR,2007,SEX,BTSX,,,,,,,520 178 [498 064-546 411],520178,498064,546411,,2022-01-18T13:12:56Z,2007,2007-01-01,2007-12-31
27817211,CM_03,REGION,EMR,YEAR,2008,SEX,BTSX,,,,,,,517 675 [494 719-545 070],517675,494719,545070,,2022-01-18T13:12:56Z,2008,2008-01-01,2008-12-31
27817212,CM_03,REGION,EMR,YEAR,2009,SEX,BTSX,,,,,,,515 105 [491 439-543 875],515105,491439,543875,,2022-01-18T13:12:56Z,2009,2009-01-01,2009-12-31
27817213,CM_03,REGION,EMR,YEAR,2010,SEX,BTSX,,,,,,,512 426 [487 740-542 954],512426,487740,542954,,2022-01-18T13:12:56Z,2010,2010-01-01,2010-12-31
27817214,CM_03,REGION,EMR,YEAR,2011,SEX,BTSX,,,,,,,508 868 [482 882-541 910],508868,482882,541910,,2022-01-18T13:12:56Z,2011,2011-01-01,2011-12-31
27817215,CM_03,REGION,EMR,YEAR,2012,SEX,BTSX,,,,,,,504 929 [477 648-540 956],504929,477648,540956,,2022-01-18T13:12:56Z,2012,2012-01-01,2012-12-31
27817216,CM_03,REGION,EMR,YEAR,2013,SEX,BTSX,,,,,,,500 087 [471 806-539 316],500087,471806,539316,,2022-01-18T13:12:56Z,2013,2013-01-01,2013-12-31
27817217,CM_03,REGION,EMR,YEAR,2014,SEX,BTSX,,,,,,,494 798 [464 553-537 661],494798,464553,537661,,2022-01-18T13:12:56Z,2014,2014-01-01,2014-12-31
27817218,CM_03,REGION,EMR,YEAR,2015,SEX,BTSX,,,,,,,488 928 [456 721-535 389],488928,456721,535389,,2022-01-18T13:12:56Z,2015,2015-01-01,2015-12-31
27817219,CM_03,REGION,EMR,YEAR,2016,SEX,BTSX,,,,,,,482 399 [447 636-533 147],482399,447636,533147,,2022-01-18T13:12:56Z,2016,2016-01-01,2016-12-31
27817220,CM_03,REGION,EMR,YEAR,2017,SEX,BTSX,,,,,,,475 171 [437 132-531 706],475171,437132,531706,,2022-01-18T13:12:56Z,2017,2017-01-01,2017-12-31
27817221,CM_03,REGION,EMR,YEAR,2018,SEX,BTSX,,,,,,,467 044 [425 019-529 124],467044,425019,529124,,2022-01-18T13:12:56Z,2018,2018-01-01,2018-12-31
27817222,CM_03,REGION,EMR,YEAR,2019,SEX,BTSX,,,,,,,458 565 [411 908-528 775],458565,411908,528775,,2022-01-18T13:12:56Z,2019,2019-01-01,2019-12-31
27817223,CM_03,REGION,EMR,YEAR,2020,SEX,BTSX,,,,,,,449 236 [397 779-529 551],449236,397779,529551,,2022-01-18T13:12:56Z,2020,2020-01-01,2020-12-31
27817224,CM_03,REGION,EUR,YEAR,1990,SEX,BTSX,,,,,,,174 613 [166 395-184 400],174613,166395,184400,,2022-01-18T13:12:56Z,1990,1990-01-01,1990-12-31
27817225,CM_03,REGION,EUR,YEAR,1991,SEX,BTSX,,,,,,,166 985 [159 544-176 037],166985,159544,176037,,2022-01-18T13:12:56Z,1991,1991-01-01,1991-12-31
27817226,CM_03,REGION,EUR,YEAR,1992,SEX,BTSX,,,,,,,159 540 [152 572-167 652],159540,152572,167652,,2022-01-18T13:12:56Z,1992,1992-01-01,1992-12-31
27817227,CM_03,REGION,EUR,YEAR,1993,SEX,BTSX,,,,,,,152 124 [145 626-159 697],152124,145626,159697,,2022-01-18T13:12:56Z,1993,1993-01-01,1993-12-31
27817228,CM_03,REGION,EUR,YEAR,1994,SEX,BTSX,,,,,,,144 559 [138 474-151 419],144559,138474,151419,,2022-01-18T13:12:56Z,1994,1994-01-01,1994-12-31
27817229,CM_03,REGION,EUR,YEAR,1995,SEX,BTSX,,,,,,,136 816 [131 180-143 264],136816,131180,143264,,2022-01-18T13:12:56Z,1995,1995-01-01,1995-12-31
27817230,CM_03,REGION,EUR,YEAR,1996,SEX,BTSX,,,,,,,129 256 [123 998-135 360],129256,123998,135360,,2022-01-18T13:12:56Z,1996,1996-01-01,1996-12-31
27817231,CM_03,REGION,EUR,YEAR,1997,SEX,BTSX,,,,,,,122 102 [117 060-127 888],122102,117060,127888,,2022-01-18T13:12:56Z,1997,1997-01-01,1997-12-31
27817232,CM_03,REGION,EUR,YEAR,1998,SEX,BTSX,,,,,,,115 437 [110 726-120 993],115437,110726,120993,,2022-01-18T13:12:56Z,1998,1998-01-01,1998-12-31
27817233,CM_03,REGION,EUR,YEAR,1999,SEX,BTSX,,,,,,,109 424 [104 878-114 697],109424,104878,114697,,2022-01-18T13:12:56Z,1999,1999-01-01,1999-12-31
27817234,CM_03,REGION,EUR,YEAR,2000,SEX,BTSX,,,,,,,104 078 [99 650-109 236],104078,99650,109236,,2022-01-18T13:12:56Z,2000,2000-01-01,2000-12-31
27817235,CM_03,REGION,EUR,YEAR,2001,SEX,BTSX,,,,,,,99 074 [94 668-104 287],99074,94668,104287,,2022-01-18T13:12:56Z,2001,2001-01-01,2001-12-31
27817236,CM_03,REGION,EUR,YEAR,2002,SEX,BTSX,,,,,,,94 446 [90 056-99 644],94446,90056,99644,,2022-01-18T13:12:56Z,2002,2002-01-01,2002-12-31
27817237,CM_03,REGION,EUR,YEAR,2003,SEX,BTSX,,,,,,,90 381 [86 007-95 485],90381,86007,95485,,2022-01-18T13:12:56Z,2003,2003-01-01,2003-12-31
27817238,CM_03,REGION,EUR,YEAR,2004,SEX,BTSX,,,,,,,86 910 [82 538-91 934],86910,82538,91934,,2022-01-18T13:12:56Z,2004,2004-01-01,2004-12-31
27817239,CM_03,REGION,EUR,YEAR,2005,SEX,BTSX,,,,,,,83 947 [79 513-89 085],83947,79513,89085,,2022-01-18T13:12:56Z,2005,2005-01-01,2005-12-31
27817240,CM_03,REGION,EUR,YEAR,2006,SEX,BTSX,,,,,,,81 132 [76 678-86 285],81132,76678,86285,,2022-01-18T13:12:56Z,2006,2006-01-01,2006-12-31
27817241,CM_03,REGION,EUR,YEAR,2007,SEX,BTSX,,,,,,,78 113 [73 706-83 215],78113,73706,83215,,2022-01-18T13:12:56Z,2007,2007-01-01,2007-12-31
27817242,CM_03,REGION,EUR,YEAR,2008,SEX,BTSX,,,,,,,74 824 [70 403-79 840],74824,70403,79840,,2022-01-18T13:12:56Z,2008,2008-01-01,2008-12-31
27817243,CM_03,REGION,EUR,YEAR,2009,SEX,BTSX,,,,,,,71 793 [67 536-76 568],71793,67536,76568,,2022-01-18T13:12:56Z,2009,2009-01-01,2009-12-31
27817244,CM_03,REGION,EUR,YEAR,2010,SEX,BTSX,,,,,,,69 198 [65 113-73 775],69198,65113,73775,,2022-01-18T13:12:56Z,2010,2010-01-01,2010-12-31
27817245,CM_03,REGION,EUR,YEAR,2011,SEX,BTSX,,,,,,,66 806 [62 895-71 151],66806,62895,71151,,2022-01-18T13:12:56Z,2011,2011-01-01,2011-12-31
27817246,CM_03,REGION,EUR,YEAR,2012,SEX,BTSX,,,,,,,64 319 [60 647-68 383],64319,60647,68383,,2022-01-18T13:12:56Z,2012,2012-01-01,2012-12-31
27817247,CM_03,REGION,EUR,YEAR,2013,SEX,BTSX,,,,,,,61 753 [58 268-65 552],61753,58268,65552,,2022-01-18T13:12:56Z,2013,2013-01-01,2013-12-31
27817248,CM_03,REGION,EUR,YEAR,2014,SEX,BTSX,,,,,,,58 995 [55 657-62 676],58995,55657,62676,,2022-01-18T13:12:56Z,2014,2014-01-01,2014-12-31
27817249,CM_03,REGION,EUR,YEAR,2015,SEX,BTSX,,,,,,,56 152 [52 852-59 763],56152,52852,59763,,2022-01-18T13:12:56Z,2015,2015-01-01,2015-12-31
27817250,CM_03,REGION,EUR,YEAR,2016,SEX,BTSX,,,,,,,53 420 [50 102-57 088],53420,50102,57088,,2022-01-18T13:12:56Z,2016,2016-01-01,2016-12-31
27817251,CM_03,REGION,EUR,YEAR,2017,SEX,BTSX,,,,,,,50 934 [47 583-54 804],50934,47583,54804,,2022-01-18T13:12:56Z,2017,2017-01-01,2017-12-31
27817252,CM_03,REGION,EUR,YEAR,2018,SEX,BTSX,,,,,,,48 585 [45 129-52 707],48585,45129,52707,,2022-01-18T13:12:56Z,2018,2018-01-01,2018-12-31
27817253,CM_03,REGION,EUR,YEAR,2019,SEX,BTSX,,,,,,,46 183 [42 715-50 612],46183,42715,50612,,2022-01-18T13:12:56Z,2019,2019-01-01,2019-12-31
27817254,CM_03,REGION,EUR,YEAR,2020,SEX,BTSX,,,,,,,43 810 [40 247-48 646],43810,40247,48646,,2022-01-18T13:12:56Z,2020,2020-01-01,2020-12-31
27817255,CM_03,REGION,GLOBAL,YEAR,1990,SEX,BTSX,,,,,,,5 021 229 [4 880 319-5 181 074],5021229,4880319,5181074,,2022-01-18T13:12:56Z,1990,1990-01-01,1990-12-31
27817256,CM_03,REGION,GLOBAL,YEAR,1991,SEX,BTSX,,,,,,,4 917 838 [4 782 875-5 068 313],4917838,4782875,5068313,,2022-01-18T13:12:56Z,1991,1991-01-01,1991-12-31
27817257,CM_03,REGION,GLOBAL,YEAR,1992,SEX,BTSX,,,,,,,4 810 289 [4 682 374-4 953 420],4810289,4682374,4953420,,2022-01-18T13:12:56Z,1992,1992-01-01,1992-12-31
27817258,CM_03,REGION,GLOBAL,YEAR,1993,SEX,BTSX,,,,,,,4 704 641 [4 582 072-4 843 093],4704641,4582072,4843093,,2022-01-18T13:12:56Z,1993,1993-01-01,1993-12-31
27817259,CM_03,REGION,GLOBAL,YEAR,1994,SEX,BTSX,,,,,,,4 601 270 [4 480 774-4 736 926],4601270,4480774,4736926,,2022-01-18T13:12:56Z,1994,1994-01-01,1994-12-31
27817260,CM_03,REGION,GLOBAL,YEAR,1995,SEX,BTSX,,,,,,,4 500 172 [4 382 069-4 631 399],4500172,4382069,4631399,,2022-01-18T13:12:56Z,1995,1995-01-01,1995-12-31
27817261,CM_03,REGION,GLOBAL,YEAR,1996,SEX,BTSX,,,,,,,4 402 927 [4 287 811-4 530 317],4402927,4287811,4530317,,2022-01-18T13:12:56Z,1996,1996-01-01,1996-12-31
27817262,CM_03,REGION,GLOBAL,YEAR,1997,SEX,BTSX,,,,,,,4 305 907 [4 193 934-4 428 777],4305907,4193934,4428777,,2022-01-18T13:12:56Z,1997,1997-01-01,1997-12-31
27817263,CM_03,REGION,GLOBAL,YEAR,1998,SEX,BTSX,,,,,,,4 207 534 [4 099 767-4 326 387],4207534,4099767,4326387,,2022-01-18T13:12:56Z,1998,1998-01-01,1998-12-31
27817264,CM_03,REGION,GLOBAL,YEAR,1999,SEX,BTSX,,,,,,,4 108 482 [4 003 417-4 226 827],4108482,4003417,4226827,,2022-01-18T13:12:56Z,1999,1999-01-01,1999-12-31
27817265,CM_03,REGION,GLOBAL,YEAR,2000,SEX,BTSX,,,,,,,4 008 210 [3 905 400-4 122 169],4008210,3905400,4122169,,2022-01-18T13:12:56Z,2000,2000-01-01,2000-12-31
27817266,CM_03,REGION,GLOBAL,YEAR,2001,SEX,BTSX,,,,,,,3 899 769 [3 799 544-4 010 798],3899769,3799544,4010798,,2022-01-18T13:12:56Z,2001,2001-01-01,2001-12-31
27817267,CM_03,REGION,GLOBAL,YEAR,2002,SEX,BTSX,,,,,,,3 792 300 [3 693 688-3 902 413],3792300,3693688,3902413,,2022-01-18T13:12:56Z,2002,2002-01-01,2002-12-31
27817268,CM_03,REGION,GLOBAL,YEAR,2003,SEX,BTSX,,,,,,,3 686 485 [3 589 310-3 795 674],3686485,3589310,3795674,,2022-01-18T13:12:56Z,2003,2003-01-01,2003-12-31
